name,line
Raye,I-I understand. Just tell me what you need me to do.
Light,I see you've got your laptop with you. I want the files containing the identities of all the FBI agents who came to Japan.
Raye,"I do have my laptop with me. It's the one I use for work, but I don't have the files you're looking for."
,Light holds a manila envelope out to Raye
Light,"Alright, then take this envelope."
Raye,Huh? [takes envelope]
Light,"First, take the transceiver out of the envelope, then put the earpiece in, and await my instructions"
,"Towards the end of his sentence Light backs away into the shadows. Once he's gone, Raye pulls the transceiver out of the envelope."
Raye,[thinking] A transceiver? This thing looks like a toy.
,"Fade to slightly different angle of Raye, at which point he has his hand on the transmitter now in his ear"
Raye,[cont'd][thinking] But there'll be no record of this transmission anyway. And it allows us to converse from a close distance even underground. You really thought this through.
Light,"Alright. Now get on the Yamanote Line, inner or outer route. It doesn't matter which direction you take. I'll be close by at all times, which means I'll be watching your every move. When you get on the train, pick a spot in front of you and don't take your eyes off it. If I see you looking around, I will kill you. Once you've boarded, I want you to take the seat closest to the doors. If it's occupied, wait until it's free."
,A train sounds its horn as it passes
,"Dissolve to some point later on. A train screeches as it comes to a stop. Closeup of Raye, then a sign, then Raye sitting on the train."
Light,"Now, I'm going to ask you something. If I have even the SLIGHTEST suspicion that you're not being honest, your girlfriend is as good as dead. How many FBI agents are currently in Japan? Speak quietly into the transceiver, and don't make it obvious."
Raye,[lifts collar of jacket] I believe it's four teams. Three agents per team for a total of twelve.
Light,Okay. Now take the papers out of the envelope.
,Raye opens the manila envelope to find a stack of papers that are covered so that blank sections of paper underneath it are visible.
Raye,Huh? [thinking] What... is this?
Light,"Of those twelve agents you mentioned, I want you to write down the name of your superior, the one who's heading up this investigation, on the space on the very top of the page."
Raye,[thinking] What is the meaning of this? What is he after?
,"As he starts writing, we see Light is looking in from the door of the other car"
Raye,"[cont'd][ thinking] Let's face it, he hasn't really left me any choice. Besides, it's not like he can kill them using just their names."
Light,"Next, take out your laptop and turn it on. Any minute now your boss is going to send you a message with a file attachment. It contains the names and photos of all the FBI agents currently active in Japan."
,"Raye is looking at his laptop, the screen filled with the data Light mentioned"
Raye,[thinking] But this... this is...
Light,"Now, one by one you're going to look at each photo and then write that agent's name in the space provided. You're going to do this for each agent."
,Skip forward to Raye writing down the last of the names
Raye,"[thinking] It doesn't make sense. If he's got the names already, why use me? What's he planning to do with them? [closes laptop]"
Light,"Good. Looks like you're done. [cut to Light] Now put the transceiver and all the papers back into the original envelope and place them on the wrack directly above your head. [cut to Raye putting papers in envelope] After that, you’re going to stay in your seat and ride the train for at least another thirty minutes. When you are absolutely certain that nobody will notice you leaving without the envelope, you can get off the train."
,Fade forward to a closeup of the folder on the wrack and then out to Raye still seated on the train
Raye,[thinking] I know that voice. Why on earth can't I remember who it belongs to?
,"Cut to outside the train. White text reading ""PM 4:41"" appears. The train comes to a stop and the doors slide open. Raye continues his thoughts as he steps off the train."
Raye,"[thinking] Kira, who are you?"
,"He gasps and his eyes widen as he comes to a stop. The sound of a heartbeat. Raye makes gurgling noises and clutches at his chest. He falls to his knees and continues to gasp. He falls to his side and scrambles to look behind him and into the car as the door closes behind him. He looks in and sees Light, now wearing no hood and holding the manila folder, looking down at him. It takes effort for his words to come out."
Raye,Light... Yagami.
,Cut to closeup of Light
Light,Farewell... Raye Penber.
,"Closeup of Raye’s eye, which then dilates, then of Raye’s face from inside the car as the door closes in front of him"
,"Cut to black as the sound of the door closing echoes. Fade from black to Light in his bedroom, reviewing the papers Raye had filled in, the covered contents now visible."
Light,"[V.O.] Raye Penber wrote all those names on pages taken from the Death Note. Ironic. Without even realizing it, he was actually signing a death warrant for all of his colleagues. As for Penber's boss, he died of a heart attack after sending all of his agents a file. And the other eleven investigators? [chuckles] They all died of heart attacks after receiving the same file."
,"Eyecatch out – ""The human who touches the DEATH NOTE can recognize the image and voice of its original owner, a god of death, even if the human is not the owner of the note."""
,"Eyecatch in – ""The person in possession of the DEATH NOTE is possessed by a god of death, its original owner, until they die."""
                                                         ,"Cut to: skyline. Kuroi Light plays. Cut briefly indoors to L's room, a closeup of his speakers."
Watari,"[through speakers] L, you have a call from the director of the FBI."
,Cut to American office. There is a brief cut to L and back while he speaks.
Director,"It's me. I've got a report in front of me right now stating all of our agents in Japan are dead. All twelve died of heart attacks. I can only assume that Kira is behind this. Look, I'm sorry but it's already decided. We're calling off our investigation."
,Cut to L's room. Beeping.
Watari,I have Chief Yagami on the line.
Soichiro,"[through speakers] L, I just got off the phone with the director of the FBI. According to him, it seems that you arranged for the FBI to come to Japan and investigate everyone here associated with the task force."
L,"Yes, I did."
Soichiro,So how do you explain this? Are we now suspects in our own investigation?
L,I felt that it was necessary to uncover Kira's identity.
,"Part way through Soichiro's sentence, cut to the room he and the members of the task force are in"
Soichiro,"I cannot accept that! I find it unbelievable that you would spy on us, the very people working with you on this case."
Officer 1,"Hear that? Well, I knew all along we couldn't trust that guy."
Officer 2,"More importantly, Kira killed those FBI agents, didn't he?"
Officer 1,"It's obvious he'll kill anyone who gets in his way, whether they're criminals or not. [cut to L's room] So much for his sense of justice. He's a murderer."
,Beeping
Watari,We have another victim. A note was found at the scene.
L,Hmm...
,Briefly fade from L to Light then back
